latitude,longitude,bright_ti4,confidence,bright_ti5,frp
-36.713387,143.860657,367.0,h,287.69,10.97
-37.752117,143.033752,367.0,h,299.1,9.8
-34.379807,141.65386999999998,367.0,h,301.85,40.53
-37.218018,147.938065,367.0,h,357.99,165.82
-37.414139,147.022156,367.0,h,352.52,98.4
-37.413849,147.031754,367.0,h,296.58,5.61
-36.996784000000005,148.210281,367.0,h,295.49,27.99
-34.329468,141.537552,367.0,h,313.52,3.48
-34.339577,141.561188,367.0,h,316.49,8.14
-36.684498,141.131531,367.0,h,315.14,28.72
-36.682838000000004,141.131378,367.0,h,309.03,14.99
-37.429829,147.0383,367.0,h,318.73,44.73
-37.822403,142.33757,367.0,h,295.51,12.84
-37.823803000000005,142.513046,367.0,h,298.22,11.04
-36.453075,142.23143000000002,367.0,h,294.12,11.89
-35.078518,142.448395,367.0,h,309.11,19.96
-37.645241,143.313324,367.0,h,303.28,27.52
-38.109913,143.93606599999998,367.0,h,299.23,315.58
-36.446697,142.23703,367.0,h,306.16,35.87
-36.448161999999996,142.23185700000002,367.0,h,307.02,13.67
-34.353905,141.661026,367.0,h,305.82,11.0
-36.194515,145.770584,367.0,h,304.45,13.09
-37.32093,146.170303,367.0,h,298.43,14.78
-37.933094,143.916779,367.0,h,311.39,57.16
-37.719761,143.408997,367.0,h,309.19,20.81
-38.067478,143.930237,367.0,h,336.98,139.14
-36.605656,142.449173,367.0,h,302.12,9.08
-37.909023,145.90330500000002,367.0,h,336.96,164.23
-37.185783,143.81723,367.0,h,309.57,26.61
-37.407391,142.721451,367.0,h,301.37,9.02
-38.010849,143.667053,367.0,h,294.85,13.06
-35.801491,142.203217,367.0,h,307.01,7.15
-36.789898,142.616028,367.0,h,299.59,5.85
-38.025696,143.892776,367.0,h,300.21,102.68
-37.884312,144.387695,367.0,h,297.03,13.04
-37.624382000000004,141.274521,367.0,h,298.33,15.75
-37.814682,146.034378,367.0,h,307.77,248.92
-35.403481,143.271225,367.0,h,312.51,10.13
-37.755741,148.334076,367.0,h,295.43,15.57
-38.489307000000004,143.998642,367.0,h,295.36,5.15
-35.69117,142.219208,367.0,h,309.9,15.22
-35.683167,143.149155,367.0,h,291.12,7.3
-37.155079,148.845764,367.0,h,353.56,327.38
-36.100834000000006,143.079208,367.0,h,308.04,11.61
-36.109596,143.080414,367.0,h,307.97,8.49
-37.363808,149.428879,367.0,h,299.1,9.78
-36.721901,142.598206,367.0,h,306.94,26.16
-36.444271,141.389313,367.0,h,304.41,6.02
-36.419807,141.74563600000002,367.0,h,308.56,27.67
-37.907494,142.838898,367.0,h,303.46,155.01
-36.919666,141.987991,367.0,h,294.01,50.5
-36.920303000000004,141.99049399999998,367.0,h,302.13,104.8
-36.426272999999995,141.381973,367.0,h,298.07,28.94
-36.324181,141.916473,367.0,h,295.7,29.52
-37.19162,141.131546,367.0,h,296.04,64.0
-36.354221,141.220123,367.0,h,296.95,20.72
-36.905918,142.30209399999998,367.0,h,303.23,7.21
-37.785824,142.704544,367.0,h,297.81,7.17
-36.446808000000004,142.861877,367.0,h,302.56,17.42
-36.307438,141.386932,367.0,h,302.72,9.39
-36.678802000000005,141.373611,367.0,h,298.17,12.06
-35.767872,143.35199,367.0,h,304.62,25.27
-36.105442,141.78096000000002,367.0,h,307.49,11.2
-35.074902,141.23735,367.0,h,308.61,13.62
-35.081417,141.235977,367.0,h,305.38,12.17
-37.672503999999996,142.878525,367.0,h,294.02,126.86
-37.67905,142.946671,367.0,h,294.75,12.52
-37.694202000000004,142.847305,367.0,h,334.57,287.7
-37.77174,143.015289,367.0,h,296.15,12.98
-37.70649,143.313278,367.0,h,296.37,66.92
-37.598659999999995,143.115204,367.0,h,320.92,82.33
-37.766117,143.017883,367.0,h,293.58,10.03
-36.401505,145.919281,367.0,h,295.45,20.93
-36.378109,145.612885,367.0,h,295.33,18.26
-36.700511999999996,143.490082,367.0,h,300.43,9.2
-36.657501,143.707474,367.0,h,297.48,20.41
-36.099102,141.777054,367.0,h,308.9,20.8
