latitude,longitude,bright_ti4,confidence,bright_ti5,frp
-37.150917,141.16731299999998,367.0,h,325.47,42.05
-37.197845,149.030838,367.0,h,295.09,31.46
-38.210865000000005,141.848984,367.0,h,328.89,40.54
-38.61235,143.158524,367.0,h,305.75,31.98
-37.218739,144.196091,367.0,h,307.47,14.79
-36.685894,144.247925,367.0,h,307.97,21.82
-35.250462,141.92391999999998,367.0,h,310.64,14.3
-36.240562,141.676407,367.0,h,292.64,33.39
-38.157185,141.457581,367.0,h,306.2,36.63
-38.162003000000006,141.466171,367.0,h,344.8,135.44
-38.149509,141.45459,367.0,h,302.42,30.5
-38.158249,141.526733,367.0,h,301.01,23.66
-38.057583,143.02388,367.0,h,343.61,427.48
-38.162102000000004,141.47335800000002,367.0,h,301.1,13.54
-38.236992,146.478546,367.0,h,297.43,5.91
-37.649944,148.72392299999998,367.0,h,293.58,30.07
-37.686005,148.946228,367.0,h,297.39,16.04
-38.055786,145.866287,367.0,h,297.01,9.04
-37.613758000000004,146.115997,367.0,h,295.67,105.87
-37.645645,146.189148,367.0,h,294.82,83.85
-37.384098,145.605728,367.0,h,297.32,13.01
-35.021072,142.08424399999998,367.0,h,308.95,8.79
-35.491768,143.361969,367.0,h,303.66,6.92
-36.766090000000005,141.894653,367.0,h,311.76,9.04
-36.145222,142.723282,367.0,h,309.08,11.92
-36.361553,141.278275,367.0,h,307.29,9.79
-37.241039,141.957565,367.0,h,302.85,9.04
-37.262119,141.967758,367.0,h,292.76,57.04
-37.710537,142.308884,367.0,h,312.24,25.43
-37.625847,145.687454,367.0,h,343.46,250.85
-36.263771000000006,141.48461899999998,367.0,h,306.25,13.78
-36.381298,142.685303,367.0,h,310.55,7.46
-36.731327,141.823624,367.0,h,298.74,10.77
-36.338139,141.728241,367.0,h,296.41,20.49
-37.841507,143.296982,367.0,h,301.42,16.14
-37.91148,143.239044,367.0,h,304.24,23.87
-36.796165,145.199951,367.0,h,291.82,9.77
-36.804192,146.103531,367.0,h,297.18,23.69
-37.144276,145.91665600000002,367.0,h,295.06,28.85
-37.219353000000005,148.885345,367.0,h,290.34,21.96
-35.490565999999994,143.204376,367.0,h,301.56,12.37
-36.600212,142.526962,367.0,h,301.42,17.21
-36.598457,142.525482,367.0,h,301.82,18.54
-37.724457,148.84886200000003,367.0,h,295.58,26.27
-37.580627,144.417664,367.0,h,302.89,19.1
-36.679328999999996,142.403809,367.0,h,306.64,16.57
-36.150864,145.70649699999998,367.0,h,312.02,15.16
-36.534283,143.471054,367.0,h,297.51,20.03
-37.607887,145.69902,367.0,h,299.75,87.29
-36.281559,145.72052,367.0,h,306.73,13.95
-36.621471,144.501923,367.0,h,298.91,22.6
-37.889679,143.331375,367.0,h,305.74,14.01
-37.010384,146.10249299999998,367.0,h,302.83,6.07
-36.420265,145.641144,367.0,h,307.38,13.27
-37.74366,143.152176,367.0,h,310.64,35.01
-38.093983,142.981033,367.0,h,306.39,12.64
-37.961529,143.148392,367.0,h,316.28,94.55
-37.863277000000004,143.09874,367.0,h,306.29,14.26
-37.960346,143.347107,367.0,h,305.12,33.34
-37.900288,143.385788,367.0,h,311.77,38.39
-37.381725,143.666382,367.0,h,303.38,9.97
-36.479797,145.411133,367.0,h,300.78,14.09
-36.564663,144.795288,367.0,h,306.77,44.75
-36.634174,145.420609,367.0,h,303.12,21.34
-36.79987,145.32736200000002,367.0,h,298.94,30.5
-36.596821000000006,145.99250800000002,367.0,h,297.0,16.92
-36.824496999999994,142.61972,367.0,h,309.27,11.99
-36.289004999999996,142.192841,367.0,h,310.67,29.54
-35.003296,143.15206899999998,367.0,h,306.61,29.77
-37.519615,142.941376,367.0,h,306.89,8.4
