latitude,longitude,bright_ti4,confidence,bright_ti5,frp
-35.67522,141.934952,367.0,h,312.1,34.11
-35.695271000000005,141.942276,367.0,h,304.13,14.62
-35.685798999999996,141.944595,367.0,h,318.81,82.81
-35.645691,141.963211,367.0,h,311.76,26.2
-35.678936,141.96598799999998,367.0,h,302.88,17.43
-35.668114,141.960709,367.0,h,329.26,192.3
-35.656513000000004,141.968491,367.0,h,313.05,22.92
-35.645435,141.967575,367.0,h,309.81,26.2
-34.621696,141.910721,367.0,h,318.54,54.58
-36.992752,142.411163,367.0,h,304.76,282.72
-36.979774,142.444702,367.0,h,299.65,183.94
-36.980476,142.408035,367.0,h,307.09,76.68
-35.773284999999994,141.84973100000002,367.0,h,313.25,65.34
-35.221775,142.297775,367.0,h,312.77,21.5
-35.261154,142.311096,367.0,h,305.39,13.04
-35.255779,142.329575,367.0,h,359.46,416.4
-35.249226,142.313965,367.0,h,315.52,107.26
-35.248016,142.360184,367.0,h,317.49,46.09
-35.246284,142.356689,367.0,h,314.94,55.46
-35.662933,141.908615,367.0,h,325.4,228.0
-35.666164,142.087524,367.0,h,307.52,19.72
-35.669304,142.10003700000001,367.0,h,307.74,22.68
-35.897514,140.988998,367.0,h,298.02,34.31
-35.882647999999996,140.989151,367.0,h,328.34,313.12
-35.894740999999996,141.035202,367.0,h,304.26,550.27
-35.867569,141.007828,367.0,h,310.01,135.15
-35.721728999999996,141.938995,367.0,h,302.36,24.3
-35.838573,141.045517,367.0,h,307.33,85.41
-38.142807,146.195496,367.0,h,305.57,105.79
-35.901653,140.99543799999998,367.0,h,329.57,23.69
-35.908371,140.986435,367.0,h,326.8,26.65
-35.919437,140.97886699999998,367.0,h,345.53,214.13
-36.96389,142.408737,367.0,h,304.6,18.31
-36.963287,142.397751,367.0,h,305.1,21.67
-35.841522,141.045273,367.0,h,327.73,57.28
-35.779987,141.846527,367.0,h,315.64,29.87
-35.64698,141.991608,367.0,h,318.54,39.79
-35.778335999999996,141.841904,367.0,h,312.95,66.82
-35.666835999999996,141.992004,367.0,h,319.71,51.89
-35.252182,142.364532,367.0,h,325.76,66.12
-35.243637,142.293228,367.0,h,324.39,20.72
-35.246449,142.260269,367.0,h,349.31,124.76
-35.243435,142.272797,367.0,h,320.32,34.91
-35.241726,142.25863600000002,367.0,h,354.5,145.24
-35.235733,142.269958,367.0,h,326.65,21.11
-35.231007,142.268326,367.0,h,332.71,49.09
-35.278702,142.339508,367.0,h,328.96,202.53
-36.972225,142.333466,367.0,h,302.16,25.67
-36.997826,142.33789099999998,367.0,h,302.47,12.26
-37.004864000000005,142.318954,367.0,h,317.46,57.57
-37.017788,142.366547,367.0,h,303.23,38.44
-37.021885,142.35923799999998,367.0,h,305.68,25.77
-37.000679,142.31843600000002,367.0,h,305.67,51.47
-36.955643,142.361954,367.0,h,301.59,8.09
-37.027065,142.369476,367.0,h,301.72,43.44
-37.017693,142.379593,367.0,h,306.99,40.56
-37.030853,142.369904,367.0,h,303.38,88.68
-37.023990999999995,142.38942,367.0,h,312.3,27.82
-37.019978,142.39703400000002,367.0,h,303.89,15.4
-37.031776,142.39575200000002,367.0,h,309.01,97.92
-37.014874,142.37822,367.0,h,306.16,31.82
-36.761565999999995,141.78221100000002,367.0,h,299.06,8.92
-37.01685,142.33543400000002,367.0,h,295.11,16.5
-37.011078000000005,142.335892,367.0,h,301.47,27.68
-37.005539,142.340866,367.0,h,302.43,27.68
-36.960396,142.355453,367.0,h,301.49,7.84
-37.049004,142.39623999999998,367.0,h,301.33,46.65
-37.03791,142.406631,367.0,h,312.11,33.93
-37.49004,148.822021,367.0,h,320.9,178.94
-37.484753000000005,148.8078,367.0,h,312.74,54.62
-37.093563,142.399948,367.0,h,312.68,27.15
-37.108543,142.381775,367.0,h,308.58,20.8
-37.112194,142.382767,367.0,h,309.56,20.8
-37.115829,142.383865,367.0,h,309.63,22.8
-37.118469,142.390213,367.0,h,308.43,25.45
-37.110217999999996,142.383728,367.0,h,308.53,19.97
-37.108723,142.411255,367.0,h,313.11,26.45
-37.111328,142.417633,367.0,h,313.85,24.24
-37.087016999999996,142.414124,367.0,h,309.58,24.07
-37.133286,142.744431,367.0,h,313.64,42.32
-37.146969,142.754456,367.0,h,296.47,7.61
-37.057724,142.406296,367.0,h,304.89,12.11
-37.038212,142.467667,367.0,h,295.77,19.9
-37.026835999999996,142.446625,367.0,h,313.4,39.54
-37.087231,142.39283799999998,367.0,h,311.72,23.55
-37.079952,142.390656,367.0,h,311.74,22.79
-37.059837,142.49581899999998,367.0,h,312.34,40.47
-37.073399,142.404831,367.0,h,315.14,21.94
-37.083405,142.41288799999998,367.0,h,306.61,20.55
-37.114513,142.440933,367.0,h,301.84,32.59
-37.092857,142.383469,367.0,h,311.98,69.14
-36.72945,143.395538,367.0,h,343.88,145.47
-36.949852,142.399307,367.0,h,348.36,500.79
-37.155117,142.330139,367.0,h,307.07,16.44
-37.788826,147.29466200000002,367.0,h,332.6,149.47
-37.327927,148.912827,367.0,h,310.73,10.08
-37.775271999999994,147.289841,367.0,h,331.94,145.82
-35.621265,141.99321,367.0,h,324.01,32.56
-35.66151,142.011902,367.0,h,330.2,19.22
-35.797859,141.147415,367.0,h,356.17,80.5
-35.795215999999996,141.141525,367.0,h,359.91,74.4
-35.792609999999996,141.115051,367.0,h,323.04,9.64
-35.266476000000004,142.371002,367.0,h,358.22,73.83
-35.259440999999995,142.38652,367.0,h,329.49,15.9
-35.261513,142.38433799999999,367.0,h,330.16,13.07
-35.240093,142.250259,367.0,h,330.59,22.41
-37.473991,148.875198,367.0,h,330.52,48.28
-37.479488,148.88320900000002,367.0,h,303.83,25.52
-37.481983,148.80024699999998,367.0,h,305.7,8.3
-37.50338,148.819275,367.0,h,306.86,9.4
-37.37608,148.970078,367.0,h,304.27,7.14
-37.46637,148.874619,367.0,h,310.88,9.16
-37.463448,148.876816,367.0,h,309.4,10.37
-37.357475,147.425781,367.0,h,298.4,6.11
-37.351172999999996,147.424469,367.0,h,297.31,10.5
-37.724094,147.258926,367.0,h,300.15,10.38
-37.722763,147.257507,367.0,h,298.71,11.34
-36.68269,147.745483,367.0,h,294.76,10.88
-37.490074,148.789749,367.0,h,299.81,7.04
-37.476044,148.79830900000002,367.0,h,299.52,16.07
-37.521915,148.88218700000002,367.0,h,303.88,20.2
-37.400459000000005,148.696609,367.0,h,303.83,31.32
-37.720591999999996,147.261536,367.0,h,299.73,11.66
-35.570644,142.040512,367.0,h,341.3,152.81
-35.342674,141.819641,367.0,h,296.35,21.2
-36.644726,147.753983,367.0,h,299.77,21.88
-35.297924,141.955902,367.0,h,330.7,182.91
-35.326805,141.972839,367.0,h,345.37,398.22
-35.343146999999995,141.9655,367.0,h,368.32,201.71
-35.575184,142.02650500000001,367.0,h,313.07,9.64
-35.283283000000004,141.97610500000002,367.0,h,301.14,84.67
-35.315037,141.917358,367.0,h,321.8,116.22
-35.309551,141.915955,367.0,h,345.18,93.36
-35.310417,141.98027,367.0,h,310.09,292.62
-37.162239,142.761078,367.0,h,304.65,28.88
-37.140968,142.432007,367.0,h,296.15,18.45
-35.016315000000006,141.27774,367.0,h,311.26,11.58
-35.371452000000005,141.812531,367.0,h,304.09,12.19
-35.552692,142.046646,367.0,h,311.52,22.51
-35.564884,142.022797,367.0,h,310.07,16.63
-35.288376,141.813843,367.0,h,322.55,39.19
-35.278503,141.913284,367.0,h,348.35,221.0
-36.665039,147.768768,367.0,h,306.47,99.07
-37.147945,142.779526,367.0,h,305.7,21.16
-35.276638,141.911987,367.0,h,304.73,30.52
-35.273434,141.946411,367.0,h,318.41,34.62
-35.377277,141.81491100000002,367.0,h,319.99,4.91
-36.65443,147.774353,367.0,h,297.94,15.85
-36.704163,147.753876,367.0,h,300.17,21.76
-35.294731,141.804779,367.0,h,348.37,60.81
-35.354137,141.786789,367.0,h,352.04,93.06
-35.331406,141.776825,367.0,h,342.3,45.08
-35.36153,141.784088,367.0,h,364.1,134.5
-37.536522,148.881516,367.0,h,304.63,40.22
-38.227734000000005,147.16142299999998,367.0,h,306.98,10.31
-38.226196,147.16243,367.0,h,295.43,28.82
-37.201392999999996,148.390167,367.0,h,320.65,29.06
-37.208702,148.39592,367.0,h,312.37,14.7
-37.123318,148.369171,367.0,h,307.43,14.54
-37.243977,148.45164499999998,367.0,h,311.24,50.76
-37.22831,148.454483,367.0,h,300.01,20.62
-37.163990000000005,148.36393700000002,367.0,h,299.41,13.53
-37.156628000000005,148.541855,367.0,h,295.53,19.78
-37.089141999999995,148.39318799999998,367.0,h,295.49,36.05
-37.095417,148.39123500000002,367.0,h,301.68,36.05
-37.234745000000004,148.419754,367.0,h,309.88,30.8
