latitude,longitude,bright_ti4,confidence,bright_ti5,frp
-38.228027000000004,147.16841100000002,367.0,h,311.37,7.3
-37.901199,142.869431,367.0,h,313.2,18.33
-37.891647,141.09608500000002,367.0,h,342.23,83.36
-35.787085999999995,141.263779,367.0,h,305.16,142.69
-35.796368,141.263306,367.0,h,308.74,54.0
-35.767672999999995,141.255341,367.0,h,325.24,187.26
-38.076954,144.371704,367.0,h,290.67,26.02
-36.719704,146.35646100000002,367.0,h,313.57,21.08
-37.368038,146.727081,367.0,h,301.58,14.92
-37.365955,146.70192,367.0,h,297.23,12.48
-37.353790000000004,146.680374,367.0,h,301.76,12.83
-37.350727,146.670288,367.0,h,297.51,16.57
-36.986785999999995,141.891479,367.0,h,306.05,15.34
-36.265549,142.285065,367.0,h,321.99,32.21
-34.514721,141.285934,367.0,h,299.7,7.84
-36.684273,141.336929,367.0,h,301.77,18.67
-36.667629,141.34651200000002,367.0,h,299.94,10.1
-36.641991,142.606537,367.0,h,318.94,18.62
-36.666561,141.42820700000001,367.0,h,308.68,22.11
-36.668423,141.438049,367.0,h,312.05,19.58
-37.363979,147.953003,367.0,h,355.49,252.25
-37.911021999999996,145.878906,367.0,h,352.86,182.97
-37.333511,147.557297,367.0,h,342.84,196.35
-37.891890999999994,143.47216799999998,367.0,h,302.81,10.97
-37.818546000000005,142.147659,367.0,h,305.97,11.96
-36.669319,141.40914899999999,367.0,h,300.81,13.05
-36.652473,141.398148,367.0,h,312.31,84.04
-37.324192,145.884079,367.0,h,333.0,68.06
-37.811623,143.602097,367.0,h,300.68,17.11
-35.776325,142.036545,367.0,h,313.55,16.46
-36.788567,142.390045,367.0,h,316.22,17.56
-35.311446999999994,140.973129,367.0,h,316.98,17.15
-36.255179999999996,141.43289199999998,367.0,h,312.73,14.82
-36.658508000000005,141.49293500000002,367.0,h,314.8,22.78
-38.233753,141.585159,367.0,h,290.62,17.4
-36.931442,141.999725,367.0,h,306.5,5.55
-36.150387,143.208588,367.0,h,314.26,15.88
-35.752712,142.071472,367.0,h,311.73,16.79
-36.699749,141.86283899999998,367.0,h,308.17,6.51
-37.738205,143.41546599999998,367.0,h,300.28,19.83
-36.907753,142.726395,367.0,h,302.76,13.09
-37.862949,143.28225700000002,367.0,h,300.7,31.81
-37.438286,143.624924,367.0,h,297.36,73.61
-36.599472,142.491699,367.0,h,303.07,11.98
-36.001678000000005,142.761475,367.0,h,304.31,20.18
-38.08297,142.976028,367.0,h,298.62,15.47
-36.686657000000004,141.66861,367.0,h,302.39,10.64
-36.20639,141.327713,367.0,h,303.39,15.71
-36.286934,141.473221,367.0,h,301.77,10.19
-37.094840999999995,141.75633200000001,367.0,h,301.3,23.8
-36.223236,142.431061,367.0,h,301.11,25.77
-37.64098,143.20867900000002,367.0,h,302.56,138.84
-38.080933,143.661545,367.0,h,300.15,10.12
