latitude,longitude,bright_ti4,confidence,bright_ti5,frp
-38.111278999999996,141.279419,367.0,h,307.89,87.6
-38.02977,141.244537,367.0,h,325.59,105.74
-38.044769,141.309204,367.0,h,304.84,50.69
-38.017914000000005,141.245117,367.0,h,308.53,162.27
-36.842117,141.552536,367.0,h,331.93,164.38
-36.845478,141.547852,367.0,h,365.98,109.33
-38.095379,141.344498,367.0,h,291.77,13.47
-38.083346999999996,141.36821,367.0,h,309.83,16.32
-38.064312,141.31948899999998,367.0,h,302.64,103.64
-38.066292,141.311035,367.0,h,305.97,13.84
-38.07642,141.332031,367.0,h,302.2,10.25
-38.076023,141.321747,367.0,h,301.58,26.73
-38.063389,141.32135,367.0,h,307.22,28.36
-38.070393,141.34184299999998,367.0,h,305.24,43.05
-38.072266,141.32423400000002,367.0,h,304.36,28.81
-37.773602000000004,146.398636,367.0,h,305.02,13.03
-37.796509,146.426834,367.0,h,301.46,10.4
-37.789703,146.42889399999999,367.0,h,304.65,23.57
-37.788834,146.444275,367.0,h,305.3,19.37
-37.787884000000005,146.459122,367.0,h,303.03,15.75
-37.776913,146.437546,367.0,h,305.27,16.61
-37.815163,146.463318,367.0,h,314.84,29.77
-37.85556,146.549652,367.0,h,356.56,208.84
-37.848831,146.53183,367.0,h,363.1,283.7
-37.850388,146.56073,367.0,h,326.95,477.6
-37.842129,146.514236,367.0,h,363.09,228.04
-37.843716,146.543228,367.0,h,372.96,332.64
-37.835464,146.496857,367.0,h,343.55,105.53
-37.837029,146.525711,367.0,h,347.69,186.0
-37.83189,146.536987,367.0,h,352.79,230.87
-37.829575,146.483932,367.0,h,378.22,383.64
-37.808002,146.491989,367.0,h,308.38,19.9
-37.755375,146.47753899999998,367.0,h,344.44,39.17
-37.804428,146.512222,367.0,h,335.75,203.47
-37.739044,146.488358,367.0,h,292.23,12.53
-37.858948,146.49543799999998,367.0,h,291.1,20.28
-37.828156,146.42103600000002,367.0,h,290.18,13.21
-37.853695,146.46575900000002,367.0,h,299.49,19.19
-37.839706,146.750092,367.0,h,307.08,19.51
-37.771236,146.555954,367.0,h,301.88,7.38
-36.871918,147.090256,367.0,h,360.81,366.68
-37.961636,146.573929,367.0,h,294.63,11.62
-36.859867,147.09338400000001,367.0,h,302.43,26.28
-37.687511,146.420563,367.0,h,309.25,10.19
-37.795685,146.777237,367.0,h,304.95,14.31
-37.691853,146.42524699999998,367.0,h,308.34,8.24
-37.68507,146.429977,367.0,h,306.16,16.63
-36.902111,147.107788,367.0,h,361.16,131.49
-37.784126,146.714767,367.0,h,326.04,38.32
-36.956474,147.079681,367.0,h,345.38,282.94
-36.960545,147.07608000000002,367.0,h,368.94,215.17
-36.971503999999996,147.11111499999998,367.0,h,284.81,8.32
-37.719307,146.612915,367.0,h,302.17,24.55
-36.919743,147.07531699999998,367.0,h,311.62,23.24
-37.707268,146.614288,367.0,h,347.42,172.29
-37.725544,146.591461,367.0,h,316.31,20.53
-37.731781,146.603378,367.0,h,322.54,26.36
-37.702659999999995,146.52063,367.0,h,303.05,17.1
-37.719913,146.541397,367.0,h,293.52,8.42
-37.696040999999994,146.515656,367.0,h,294.53,46.26
-36.927227,147.0522,367.0,h,305.35,34.93
-37.111401,147.238678,367.0,h,297.53,5.77
-37.341702000000005,147.29183999999998,367.0,h,343.34,42.91
-37.402931,142.336578,367.0,h,309.18,16.22
-37.426716,142.358688,367.0,h,346.93,228.6
-37.395603,142.30426,367.0,h,303.47,44.52
-37.425514,142.319046,367.0,h,306.7,93.2
-37.453579,142.34004199999998,367.0,h,302.94,22.61
-37.370224,142.320099,367.0,h,306.18,19.96
-37.372734,142.325699,367.0,h,305.04,49.52
-37.596714,144.980347,367.0,h,303.29,52.35
-37.089649,147.03273000000002,367.0,h,294.52,10.65
-37.341843,142.34388700000002,367.0,h,291.1,9.07
-37.353989,142.346802,367.0,h,290.79,10.3
-37.271029999999996,142.285248,367.0,h,296.67,26.76
-37.32193,142.331314,367.0,h,289.22,4.82
-37.332443,142.258286,367.0,h,288.74,7.61
-37.264332,142.279404,367.0,h,298.82,50.76
-37.295288,142.348389,367.0,h,334.23,199.01
-37.274361,142.187241,367.0,h,296.19,109.64
-37.271988,142.219086,367.0,h,293.92,43.82
-37.309723,142.20851100000002,367.0,h,291.66,15.99
-37.288349,142.24963400000001,367.0,h,289.83,11.47
-37.276638,142.22522,367.0,h,291.37,14.37
-37.248249,142.342392,367.0,h,342.65,59.2
-37.265736,142.168945,367.0,h,296.48,39.39
-37.244194,142.345993,367.0,h,314.58,59.2
-37.238232,142.33985900000002,367.0,h,347.04,172.06
-37.322338,146.70071399999998,367.0,h,290.22,6.9
-37.242699,142.282578,367.0,h,303.51,20.47
-37.204075,142.26413,367.0,h,298.34,35.97
-37.254314,142.293671,367.0,h,295.8,45.61
-37.050861,147.00885,367.0,h,297.53,14.94
-34.432739,141.355301,367.0,h,306.41,15.73
-37.48494,141.035278,367.0,h,301.15,70.5
-37.484573,141.02539099999998,367.0,h,328.24,151.49
-37.178215,148.974106,367.0,h,326.55,299.81
-36.768097,147.778717,367.0,h,296.77,12.06
-36.753849,147.78466799999998,367.0,h,297.07,44.78
-36.736366,147.785294,367.0,h,301.63,15.96
-37.291298,147.505463,367.0,h,367.23,161.55
-36.167915,146.006851,367.0,h,312.37,12.45
-38.376647999999996,146.061127,367.0,h,297.46,12.44
-35.955036,143.468124,367.0,h,301.52,43.68
-36.026764,143.48289499999998,367.0,h,298.22,9.14
-36.726376,141.032669,367.0,h,309.54,21.97
-36.174351,146.199066,367.0,h,306.04,15.71
-38.110405,141.727158,367.0,h,299.19,15.22
-36.83173,147.89946,367.0,h,294.59,16.48
-36.370857,145.674316,367.0,h,332.99,58.93
-36.119282,146.072876,367.0,h,308.48,16.99
-36.707775,143.939209,367.0,h,304.13,9.98
